dx_cd,icd_code,icd_type,icd_desc
H11431,H11.431,2.0,"CONJUNCTIVAL HYPEREMIA, RIGHT EYE"
2753,275.3,1.0,DISORDERS OF PHOSPHORUS METABOLISM
3572,357.2,1.0,POLYNEUROPATHY IN DIABETES
36089,360.89,1.0,OTHER DISORDERS OF GLOBE
36253,362.53,1.0,CYSTOID MACULAR DEGENERATION OF RETINA
36651,366.51,1.0,SOEMMERING'S RING
30563,305.63,1.0,"NONDEPENDENT COCAINE ABUSE, IN REMISSION"
3139,313.9,1.0,UNSPECIFIED EMOTIONAL DISTURBANCE OF CHILDHOOD OR ADOLESCENCE
3336,333.6,1.0,GENETIC TORSION DYSTONIA
70703,707.03,1.0,"PRESSURE ULCER, LOWER BACK"
71196,711.96,1.0,UNSPECIFIED INFECTIVE ARTHRITIS INVOLVING LOWER LEG
71514,715.14,1.0,"OSTEOARTHROSIS, LOCALIZED, PRIMARY, INVOLVING HAND"
71619,716.19,1.0,TRAUMATIC ARTHROPATHY INVOLVING MULTIPLE SITES
71906,719.06,1.0,EFFUSION OF LOWER LEG JOINT
7283,728.3,1.0,OTHER SPECIFIC MUSCLE DISORDERS
72972,729.72,1.0,NONTRAUMATIC COMPARTMENT SYNDROME OF LOWER EXTREMITY
73605,736.05,1.0,WRIST DROP (ACQUIRED)
M1A00X0,M1A.00X0,2.0,"IDIOPATHIC CHRONIC GOUT, UNSPECIFIED SITE, WITHOUT TOPHUS (TOPHI)"
M1A0411,M1A.0411,2.0,"IDIOPATHIC CHRONIC GOUT, RIGHT HAND, WITH TOPHUS (TOPHI)"
M24612,M24.612,2.0,"ANKYLOSIS, LEFT SHOULDER"
M24822,M24.822,2.0,"OTHER SPECIFIC JOINT DERANGEMENTS OF LEFT ELBOW, NOT ELSEWHERE CLASSIFIED"
M2550,M25.50,2.0,PAIN IN UNSPECIFIED JOINT
M25571,M25.571,2.0,PAIN IN RIGHT ANKLE AND JOINTS OF RIGHT FOOT
M2769,M27.69,2.0,OTHER ENDOSSEOUS DENTAL IMPLANT FAILURE
M4842XD,M48.42XD,2.0,"FATIGUE FRACTURE OF VERTEBRA, CERVICAL REGION, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
7587,758.7,1.0,KLINEFELTER'S SYNDROME
79094,790.94,1.0,"OTHER NONSPECIFIC FINDINGS ON EXAMINATION OF BLOOD, EUTHYROID SICK SYNDROME"
80712,807.12,1.0,OPEN FRACTURE OF TWO RIBS
84213,842.13,1.0,SPRAIN OF INTERPHALANGEAL (JOINT) OF HAND
92321,923.21,1.0,CONTUSION OF WRIST
S83006S,S83.006S,2.0,"UNSPECIFIED DISLOCATION OF UNSPECIFIED PATELLA, SEQUELA"
S52252D,S52.252D,2.0,"DISPLACED COMMINUTED FRACTURE OF SHAFT OF ULNA, LEFT ARM, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S53003A,S53.003A,2.0,"UNSPECIFIED SUBLUXATION OF UNSPECIFIED RADIAL HEAD, INITIAL ENCOUNTER"
S56429A,S56.429A,2.0,"LACERATION OF EXTENSOR MUSCLE, FASCIA AND TENDON OF UNSPECIFIED FINGER AT FOREARM LEVEL, INITIAL ENCOUNTER"
20120,201.20,1.0,"HODGKIN'S SARCOMA, UNSPECIFIED SITE, EXTRANODAL AND SOLID ORGAN SITES"
2148,214.8,1.0,LIPOMA OF OTHER SPECIFIED SITES
2165,216.5,1.0,"BENIGN NEOPLASM OF SKIN OF TRUNK, EXCEPT SCROTUM"
22800,228.00,1.0,HEMANGIOMA OF UNSPECIFIED SITE
24211,242.11,1.0,TOXIC UNINODULAR GOITER WITH MENTION OF THYROTOXIC CRISIS OR STORM
28401,284.01,1.0,CONSTITUTIONAL RED BLOOD CELL APLASIA
2978,297.8,1.0,OTHER SPECIFIED PARANOID STATES
3022,302.2,1.0,PEDOPHILIA
S32029A,S32.029A,2.0,"UNSPECIFIED FRACTURE OF SECOND LUMBAR VERTEBRA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S32455D,S32.455D,2.0,"NONDISPLACED TRANSVERSE FRACTURE OF LEFT ACETABULUM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S32476A,S32.476A,2.0,"NONDISPLACED FRACTURE OF MEDIAL WALL OF UNSPECIFIED ACETABULUM, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S3510XA,S35.10XA,2.0,"UNSPECIFIED INJURY OF INFERIOR VENA CAVA, INITIAL ENCOUNTER"
S37012D,S37.012D,2.0,"MINOR CONTUSION OF LEFT KIDNEY, SUBSEQUENT ENCOUNTER"
84200,842.00,1.0,SPRAIN OF UNSPECIFIED SITE OF WRIST
86345,863.45,1.0,INJURY TO RECTUM WITHOUT OPEN WOUND INTO CAVITY
9043,904.3,1.0,INJURY TO SAPHENOUS VEINS
9195,919.5,1.0,"INSECT BITE, NONVENOMOUS, OF OTHER, MULTIPLE, AND UNSPECIFIED SITES, INFECTED"
9533,953.3,1.0,INJURY TO SACRAL NERVE ROOT
99731,997.31,1.0,VENTILATOR ASSOCIATED PNEUMONIA
99984,999.84,1.0,"ACUTE HEMOLYTIC TRANSFUSION REACTION, INCOMPATIBILITY UNSPECIFIED"
E243,E24.3,2.0,ECTOPIC ACTH SYNDROME
E300,E30.0,2.0,DELAYED PUBERTY
F11251,F11.251,2.0,OPIOID DEPENDENCE WITH OPIOID-INDUCED PSYCHOTIC DISORDER WITH HALLUCINATIONS
F12151,F12.151,2.0,CANNABIS ABUSE WITH PSYCHOTIC DISORDER WITH HALLUCINATIONS
F18950,F18.950,2.0,"INHALANT USE, UNSPECIFIED WITH INHALANT-INDUCED PSYCHOTIC DISORDER WITH DELUSIONS"
F4489,F44.89,2.0,OTHER DISSOCIATIVE AND CONVERSION DISORDERS
0093,009.3,1.0,DIARRHEA OF PRESUMED INFECTIOUS ORIGIN
0707,070.7,1.0,UNSPECIFIED VIRAL HEPATITIS C
20890,208.90,1.0,"UNSPECIFIED LEUKEMIA, WITHOUT MENTION OF HAVING ACHIEVED REMISSION"
2221,222.1,1.0,BENIGN NEOPLASM OF PENIS
K5790,K57.90,2.0,"DIVERTICULOSIS OF INTESTINE, PART UNSPECIFIED, WITHOUT PERFORATION OR ABSCESS WITHOUT BLEEDING"
K8080,K80.80,2.0,OTHER CHOLELITHIASIS WITHOUT OBSTRUCTION
L89324,L89.324,2.0,"PRESSURE ULCER OF LEFT BUTTOCK, STAGE 4"
L89622,L89.622,2.0,"PRESSURE ULCER OF LEFT HEEL, STAGE 2"
M06379,M06.379,2.0,"RHEUMATOID NODULE, UNSPECIFIED ANKLE AND FOOT"
M10322,M10.322,2.0,"GOUT DUE TO RENAL IMPAIRMENT, LEFT ELBOW"
M12579,M12.579,2.0,"TRAUMATIC ARTHROPATHY, UNSPECIFIED ANKLE AND FOOT"
M13849,M13.849,2.0,"OTHER SPECIFIED ARTHRITIS, UNSPECIFIED HAND"
S7702XA,S77.02XA,2.0,"CRUSHING INJURY OF LEFT HIP, INITIAL ENCOUNTER"
S81831S,S81.831S,2.0,"PUNCTURE WOUND WITHOUT FOREIGN BODY, RIGHT LOWER LEG, SEQUELA"
S42215S,S42.215S,2.0,"UNSPECIFIED NONDISPLACED FRACTURE OF SURGICAL NECK OF LEFT HUMERUS, SEQUELA"
S42252D,S42.252D,2.0,"DISPLACED FRACTURE OF GREATER TUBEROSITY OF LEFT HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S42252P,S42.252P,2.0,"DISPLACED FRACTURE OF GREATER TUBEROSITY OF LEFT HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION"
S42293K,S42.293K,2.0,"OTHER DISPLACED FRACTURE OF UPPER END OF UNSPECIFIED HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION"
S4290XA,S42.90XA,2.0,"FRACTURE OF UNSPECIFIED SHOULDER GIRDLE, PART UNSPECIFIED, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
F959,F95.9,2.0,"TIC DISORDER, UNSPECIFIED"
G372,G37.2,2.0,CENTRAL PONTINE MYELINOLYSIS
G40019,G40.019,2.0,"LOCALIZATION-RELATED (FOCAL) (PARTIAL) IDIOPATHIC EPILEPSY AND EPILEPTIC SYNDROMES WITH SEIZURES OF LOCALIZED ONSET, INTRACTABLE, WITHOUT STATUS EPILEPTICUS"
G43839,G43.839,2.0,"MENSTRUAL MIGRAINE, INTRACTABLE, WITHOUT STATUS MIGRAINOSUS"
G9611,G96.11,2.0,DURAL TEAR
H02431,H02.431,2.0,PARALYTIC PTOSIS OF RIGHT EYELID
H05403,H05.403,2.0,"UNSPECIFIED ENOPHTHALMOS, BILATERAL"
H16323,H16.323,2.0,"DIFFUSE INTERSTITIAL KERATITIS, BILATERAL"
H18823,H18.823,2.0,"CORNEAL DISORDER DUE TO CONTACT LENS, BILATERAL"
2741,274.1,1.0,GOUTY NEPHROPATHY
27652,276.52,1.0,HYPOVOLEMIA
28731,287.31,1.0,IMMUNE THROMBOCYTOPENIC PURPURA
32736,327.36,1.0,"CIRCADIAN RHYTHM SLEEP DISORDER, SHIFT WORK TYPE"
3398,339.8,1.0,OTHER SPECIFIED HEADACHE SYNDROMES
34621,346.21,1.0,"VARIANTS OF MIGRAINE, NOT ELSEWHERE CLASSIFIED, WITH INTRACTABLE MIGRAINE, SO STATED, WITHOUT MENTION OF STATUS MIGRAINOSUS"
34622,346.22,1.0,"VARIANTS OF MIGRAINE, NOT ELSEWHERE CLASSIFIED, WITHOUT MENTION OF INTRACTABLE MIGRAINE WITH STATUS MIGRAINOSUS"
36060,360.60,1.0,"FOREIGN BODY, INTRAOCULAR, UNSPECIFIED"
M23306,M23.306,2.0,"OTHER MENISCUS DERANGEMENTS, UNSPECIFIED MENISCUS, RIGHT KNEE"
M25319,M25.319,2.0,"OTHER INSTABILITY, UNSPECIFIED SHOULDER"
M4200,M42.00,2.0,"JUVENILE OSTEOCHONDROSIS OF SPINE, SITE UNSPECIFIED"
M4600,M46.00,2.0,"SPINAL ENTHESOPATHY, SITE UNSPECIFIED"
M5431,M54.31,2.0,"SCIATICA, RIGHT SIDE"
75431,754.31,1.0,"CONGENITAL DISLOCATION OF HIP, BILATERAL"
76519,765.19,1.0,"DISORDERS RELATING TO OTHER PRETERM INFANTS 2,500 GRAMS AND OVER"
7756,775.6,1.0,NEONATAL HYPOGLYCEMIA
8021,802.1,1.0,OPEN FRACTURE OF NASAL BONES
9103,910.3,1.0,"BLISTER OF FACE, NECK, AND SCALP EXCEPT EYE, INFECTED"
S82899A,S82.899A,2.0,"OTHER FRACTURE OF UNSPECIFIED LOWER LEG, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S91339A,S91.339A,2.0,"PUNCTURE WOUND WITHOUT FOREIGN BODY, UNSPECIFIED FOOT, INITIAL ENCOUNTER"
S92022A,S92.022A,2.0,"DISPLACED FRACTURE OF ANTERIOR PROCESS OF LEFT CALCANEUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S52125A,S52.125A,2.0,"NONDISPLACED FRACTURE OF HEAD OF LEFT RADIUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S52512D,S52.512D,2.0,"DISPLACED FRACTURE OF LEFT RADIAL STYLOID PROCESS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S60569D,S60.569D,2.0,"INSECT BITE (NONVENOMOUS) OF UNSPECIFIED HAND, SUBSEQUENT ENCOUNTER"
S61301A,S61.301A,2.0,"UNSPECIFIED OPEN WOUND OF LEFT INDEX FINGER WITH DAMAGE TO NAIL, INITIAL ENCOUNTER"
S0292XB,S02.92XB,2.0,"UNSPECIFIED FRACTURE OF FACIAL BONES, INITIAL ENCOUNTER FOR OPEN FRACTURE"
S12500K,S12.500K,2.0,"UNSPECIFIED DISPLACED FRACTURE OF SIXTH CERVICAL VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION"
S13150A,S13.150A,2.0,"SUBLUXATION OF C4/C5 CERVICAL VERTEBRAE, INITIAL ENCOUNTER"
S81802D,S81.802D,2.0,"UNSPECIFIED OPEN WOUND, LEFT LOWER LEG, SUBSEQUENT ENCOUNTER"
J0120,J01.20,2.0,"ACUTE ETHMOIDAL SINUSITIS, UNSPECIFIED"
J418,J41.8,2.0,MIXED SIMPLE AND MUCOPURULENT CHRONIC BRONCHITIS
J810,J81.0,2.0,ACUTE PULMONARY EDEMA
J948,J94.8,2.0,OTHER SPECIFIED PLEURAL CONDITIONS
K2081,K20.81,2.0,OTHER ESOPHAGITIS WITH BLEEDING
K3521,K35.21,2.0,"ACUTE APPENDICITIS WITH GENERALIZED PERITONITIS, WITH ABSCESS"
S52221D,S52.221D,2.0,"DISPLACED TRANSVERSE FRACTURE OF SHAFT OF RIGHT ULNA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S52245A,S52.245A,2.0,"NONDISPLACED SPIRAL FRACTURE OF SHAFT OF ULNA, LEFT ARM, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S52514D,S52.514D,2.0,"NONDISPLACED FRACTURE OF RIGHT RADIAL STYLOID PROCESS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
20106,201.06,1.0,HODGKIN'S PARAGRANULOMA INVOLVING INTRAPELVIC LYMPH NODES
S32301A,S32.301A,2.0,"UNSPECIFIED FRACTURE OF RIGHT ILIUM, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S32519D,S32.519D,2.0,"FRACTURE OF SUPERIOR RIM OF UNSPECIFIED PUBIS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S36503D,S36.503D,2.0,"UNSPECIFIED INJURY OF SIGMOID COLON, SUBSEQUENT ENCOUNTER"
S37819D,S37.819D,2.0,"UNSPECIFIED INJURY OF ADRENAL GLAND, SUBSEQUENT ENCOUNTER"
S39013D,S39.013D,2.0,"STRAIN OF MUSCLE, FASCIA AND TENDON OF PELVIS, SUBSEQUENT ENCOUNTER"
82520,825.20,1.0,"FRACTURE OF UNSPECIFIED BONE(S) OF FOOT (EXCEPT TOES), CLOSED"
8670,867.0,1.0,INJURY TO BLADDER AND URETHRA WITHOUT MENTION OF OPEN WOUND INTO CAVITY
94512,945.12,1.0,ERYTHEMA DUE TO BURN (FIRST DEGREE) OF FOOT
A511,A51.1,2.0,PRIMARY ANAL SYPHILIS
E13618,E13.618,2.0,OTHER SPECIFIED DIABETES MELLITUS WITH OTHER DIABETIC ARTHROPATHY
E642,E64.2,2.0,SEQUELAE OF VITAMIN C DEFICIENCY
E671,E67.1,2.0,HYPERCAROTENEMIA
E804,E80.4,2.0,GILBERT SYNDROME
F10151,F10.151,2.0,ALCOHOL ABUSE WITH ALCOHOL-INDUCED PSYCHOTIC DISORDER WITH HALLUCINATIONS
F11282,F11.282,2.0,OPIOID DEPENDENCE WITH OPIOID-INDUCED SLEEP DISORDER
F17223,F17.223,2.0,"NICOTINE DEPENDENCE, CHEWING TOBACCO, WITH WITHDRAWAL"
1512,151.2,1.0,MALIGNANT NEOPLASM OF PYLORIC ANTRUM
1744,174.4,1.0,MALIGNANT NEOPLASM OF UPPER-OUTER QUADRANT OF FEMALE BREAST
1871,187.1,1.0,MALIGNANT NEOPLASM OF PREPUCE
K589,K58.9,2.0,IRRITABLE BOWEL SYNDROME WITHOUT DIARRHEA
L03211,L03.211,2.0,CELLULITIS OF FACE
L74510,L74.510,2.0,"PRIMARY FOCAL HYPERHIDROSIS, AXILLA"
L89510,L89.510,2.0,"PRESSURE ULCER OF RIGHT ANKLE, UNSTAGEABLE"
M10049,M10.049,2.0,"IDIOPATHIC GOUT, UNSPECIFIED HAND"
M162,M16.2,2.0,BILATERAL OSTEOARTHRITIS RESULTING FROM HIP DYSPLASIA
S7290XA,S72.90XA,2.0,"UNSPECIFIED FRACTURE OF UNSPECIFIED FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S73036A,S73.036A,2.0,"OTHER ANTERIOR DISLOCATION OF UNSPECIFIED HIP, INITIAL ENCOUNTER"
S81002S,S81.002S,2.0,"UNSPECIFIED OPEN WOUND, LEFT KNEE, SEQUELA"
S82831H,S82.831H,2.0,"OTHER FRACTURE OF UPPER AND LOWER END OF RIGHT FIBULA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING"
S43432A,S43.432A,2.0,"SUPERIOR GLENOID LABRUM LESION OF LEFT SHOULDER, INITIAL ENCOUNTER"
S49001S,S49.001S,2.0,"UNSPECIFIED PHYSEAL FRACTURE OF UPPER END OF HUMERUS, RIGHT ARM, SEQUELA"
G8111,G81.11,2.0,SPASTIC HEMIPLEGIA AFFECTING RIGHT DOMINANT SIDE
G9389,G93.89,2.0,OTHER SPECIFIED DISORDERS OF BRAIN
H04132,H04.132,2.0,"LACRIMAL CYST, LEFT LACRIMAL GLAND"
H16001,H16.001,2.0,"UNSPECIFIED CORNEAL ULCER, RIGHT EYE"
H16332,H16.332,2.0,"SCLEROSING KERATITIS, LEFT EYE"
H211X3,H21.1X3,2.0,"OTHER VASCULAR DISORDERS OF IRIS AND CILIARY BODY, BILATERAL"
2768,276.8,1.0,HYPOPOTASSEMIA
30400,304.00,1.0,"OPIOID TYPE DEPENDENCE, UNSPECIFIED USE"
30983,309.83,1.0,ADJUSTMENT REACTION WITH WITHDRAWAL
34290,342.90,1.0,"HEMIPLEGIA, UNSPECIFIED, AFFECTING UNSPECIFIED SIDE"
34931,349.31,1.0,ACCIDENTAL PUNCTURE OR LACERATION OF DURA DURING A PROCEDURE
34839,348.39,1.0,OTHER ENCEPHALOPATHY
3526,352.6,1.0,MULTIPLE CRANIAL NERVE PALSIES
71941,719.41,1.0,PAIN IN JOINT INVOLVING SHOULDER REGION
73671,736.71,1.0,ACQUIRED EQUINOVARUS DEFORMITY
73673,736.73,1.0,"CAVUS DEFORMITY OF FOOT, ACQUIRED"
M1A0321,M1A.0321,2.0,"IDIOPATHIC CHRONIC GOUT, LEFT WRIST, WITH TOPHUS (TOPHI)"
M25252,M25.252,2.0,"FLAIL JOINT, LEFT HIP"
M4682,M46.82,2.0,"OTHER SPECIFIED INFLAMMATORY SPONDYLOPATHIES, CERVICAL REGION"
M4834,M48.34,2.0,"TRAUMATIC SPONDYLOPATHY, THORACIC REGION"
83102,831.02,1.0,CLOSED POSTERIOR DISLOCATION OF HUMERUS
9039,903.9,1.0,INJURY TO UNSPECIFIED BLOOD VESSEL OF UPPER EXTREMITY
S92011A,S92.011A,2.0,"DISPLACED FRACTURE OF BODY OF RIGHT CALCANEUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S92034D,S92.034D,2.0,"NONDISPLACED AVULSION FRACTURE OF TUBEROSITY OF RIGHT CALCANEUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S92061A,S92.061A,2.0,"DISPLACED INTRAARTICULAR FRACTURE OF RIGHT CALCANEUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S52301G,S52.301G,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH DELAYED HEALING"
S52551S,S52.551S,2.0,"OTHER EXTRAARTICULAR FRACTURE OF LOWER END OF RIGHT RADIUS, SEQUELA"
S59209A,S59.209A,2.0,"UNSPECIFIED PHYSEAL FRACTURE OF LOWER END OF RADIUS, UNSPECIFIED ARM, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S60455A,S60.455A,2.0,"SUPERFICIAL FOREIGN BODY OF LEFT RING FINGER, INITIAL ENCOUNTER"
S61210A,S61.210A,2.0,"LACERATION WITHOUT FOREIGN BODY OF RIGHT INDEX FINGER WITHOUT DAMAGE TO NAIL, INITIAL ENCOUNTER"
S0531XD,S05.31XD,2.0,"OCULAR LACERATION WITHOUT PROLAPSE OR LOSS OF INTRAOCULAR TISSUE, RIGHT EYE, SUBSEQUENT ENCOUNTER"
S72454D,S72.454D,2.0,"NONDISPLACED SUPRACONDYLAR FRACTURE WITHOUT INTRACONDYLAR EXTENSION OF LOWER END OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S72492F,S72.492F,2.0,"OTHER FRACTURE OF LOWER END OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH ROUTINE HEALING"
S81812A,S81.812A,2.0,"LACERATION WITHOUT FOREIGN BODY, LEFT LOWER LEG, INITIAL ENCOUNTER"
S82015A,S82.015A,2.0,"NONDISPLACED OSTEOCHONDRAL FRACTURE OF LEFT PATELLA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S82111A,S82.111A,2.0,"DISPLACED FRACTURE OF RIGHT TIBIAL SPINE, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
I97411,I97.411,2.0,INTRAOPERATIVE HEMORRHAGE AND HEMATOMA OF A CIRCULATORY SYSTEM ORGAN OR STRUCTURE COMPLICATING A CARDIAC BYPASS
J4541,J45.41,2.0,MODERATE PERSISTENT ASTHMA WITH (ACUTE) EXACERBATION
K710,K71.0,2.0,TOXIC LIVER DISEASE WITH CHOLESTASIS
K852,K85.2,2.0,ALCOHOL INDUCED ACUTE PANCREATITIS
E8417,E841.7,1.0,"ACCIDENT TO POWERED AIRCRAFT, OTHER AND UNSPECIFIED, INJURING PARACHUTIST (MILITARY) (OTHER)"
E881,E88.1,2.0,"LIPODYSTROPHY, NOT ELSEWHERE CLASSIFIED"
F0781,F07.81,2.0,POSTCONCUSSIONAL SYNDROME
S92335A,S92.335A,2.0,"NONDISPLACED FRACTURE OF THIRD METATARSAL BONE, LEFT FOOT, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S92403A,S92.403A,2.0,"DISPLACED UNSPECIFIED FRACTURE OF UNSPECIFIED GREAT TOE, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S92421G,S92.421G,2.0,"DISPLACED FRACTURE OF DISTAL PHALANX OF RIGHT GREAT TOE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
S92902S,S92.902S,2.0,"UNSPECIFIED FRACTURE OF LEFT FOOT, SEQUELA"
S9306XA,S93.06XA,2.0,"DISLOCATION OF UNSPECIFIED ANKLE JOINT, INITIAL ENCOUNTER"
S29001D,S29.001D,2.0,"UNSPECIFIED INJURY OF MUSCLE AND TENDON OF FRONT WALL OF THORAX, SUBSEQUENT ENCOUNTER"
S31610A,S31.610A,2.0,"LACERATION WITHOUT FOREIGN BODY OF ABDOMINAL WALL, RIGHT UPPER QUADRANT WITH PENETRATION INTO PERITONEAL CAVITY, INITIAL ENCOUNTER"
H04551,H04.551,2.0,ACQUIRED STENOSIS OF RIGHT NASOLACRIMAL DUCT
H27112,H27.112,2.0,"SUBLUXATION OF LENS, LEFT EYE"
H30101,H30.101,2.0,"UNSPECIFIED DISSEMINATED CHORIORETINAL INFLAMMATION, RIGHT EYE"
H33323,H33.323,2.0,"ROUND HOLE, BILATERAL"
H35023,H35.023,2.0,"EXUDATIVE RETINOPATHY, BILATERAL"
H3520,H35.20,2.0,"OTHER NON-DIABETIC PROLIFERATIVE RETINOPATHY, UNSPECIFIED EYE"
H3560,H35.60,2.0,"RETINAL HEMORRHAGE, UNSPECIFIED EYE"
2279,227.9,1.0,"BENIGN NEOPLASM OF ENDOCRINE GLAND, SITE UNSPECIFIED"
2339,233.9,1.0,CARCINOMA IN SITU OF OTHER AND UNSPECIFIED URINARY ORGANS
2357,235.7,1.0,"NEOPLASM OF UNCERTAIN BEHAVIOR OF TRACHEA, BRONCHUS, AND LUNG"
23691,236.91,1.0,NEOPLASM OF UNCERTAIN BEHAVIOR OF KIDNEY AND URETER
27502,275.02,1.0,HEMOCHROMATOSIS DUE TO REPEATED RED BLOOD CELL TRANSFUSIONS
30653,306.53,1.0,PSYCHOGENIC DYSURIA
31500,315.00,1.0,"DEVELOPMENTAL READING DISORDER, UNSPECIFIED"
3381,338.1,1.0,ACUTE PAIN
3570,357.0,1.0,ACUTE INFECTIVE POLYNEURITIS
Z579,Z57.9,2.0,OCCUPATIONAL EXPOSURE TO UNSPECIFIED RISK FACTOR
Z951,Z95.1,2.0,PRESENCE OF AORTOCORONARY BYPASS GRAFT
Z967,Z96.7,2.0,PRESENCE OF OTHER BONE AND TENDON IMPLANTS
0390,039.0,1.0,CUTANEOUS ACTINOMYCOTIC INFECTION
04089,040.89,1.0,OTHER SPECIFIED BACTERIAL DISEASES
04182,041.82,1.0,BACTEROIDES FRAGILIS
07423,074.23,1.0,COXSACKIE MYOCARDITIS
07981,079.81,1.0,HANTAVIRUS INFECTION
S52551A,S52.551A,2.0,"OTHER EXTRAARTICULAR FRACTURE OF LOWER END OF RIGHT RADIUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S5291XP,S52.91XP,2.0,"UNSPECIFIED FRACTURE OF RIGHT FOREARM, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION"
S60022A,S60.022A,2.0,"CONTUSION OF LEFT INDEX FINGER WITHOUT DAMAGE TO NAIL, INITIAL ENCOUNTER"
S60511A,S60.511A,2.0,"ABRASION OF RIGHT HAND, INITIAL ENCOUNTER"
20691,206.91,1.0,"UNSPECIFIED MONOCYTIC LEUKEMIA, IN REMISSION"
2450,245.0,1.0,ACUTE THYROIDITIS
2500,250.0,1.0,DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION
25091,250.91,1.0,"DIABETES WITH UNSPECIFIED COMPLICATION, TYPE I [JUVENILE TYPE], NOT STATED AS UNCONTROLLED"
25952,259.52,1.0,PARTIAL ANDROGEN INSENSITIVITY
2764,276.4,1.0,MIXED ACID-BASE BALANCE DISORDER
29980,299.80,1.0,"OTHER SPECIFIED PERVASIVE DEVELOPMENTAL DISORDERS, CURRENT OR ACTIVE STATE"
S32048G,S32.048G,2.0,"OTHER FRACTURE OF FOURTH LUMBAR VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
S32591D,S32.591D,2.0,"OTHER SPECIFIED FRACTURE OF RIGHT PUBIS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S36113S,S36.113S,2.0,"LACERATION OF LIVER, UNSPECIFIED DEGREE, SEQUELA"
S3660XA,S36.60XA,2.0,"UNSPECIFIED INJURY OF RECTUM, INITIAL ENCOUNTER"
S36892S,S36.892S,2.0,"CONTUSION OF OTHER INTRA-ABDOMINAL ORGANS, SEQUELA"
S40021S,S40.021S,2.0,"CONTUSION OF RIGHT UPPER ARM, SEQUELA"
86400,864.00,1.0,UNSPECIFIED INJURY TO LIVER WITHOUT MENTION OF OPEN WOUND INTO CAVITY
8738,873.8,1.0,OTHER AND UNSPECIFIED OPEN WOUND OF HEAD WITHOUT MENTION OF COMPLICATION
9066,906.6,1.0,LATE EFFECT OF BURN OF WRIST AND HAND
95204,952.04,1.0,C1-C4 LEVEL WITH OTHER SPECIFIED SPINAL CORD INJURY
A4901,A49.01,2.0,"METHICILLIN SUSCEPTIBLE STAPHYLOCOCCUS AUREUS INFECTION, UNSPECIFIED SITE"
A5206,A52.06,2.0,OTHER SYPHILITIC HEART INVOLVEMENT
E1121,E11.21,2.0,TYPE 2 DIABETES MELLITUS WITH DIABETIC NEPHROPATHY
